Customer Name,Account,VIN,Term,Garaging State,Vehicle Yr,Make,Model,Desc,Contract Date,Maturity Date                                                                                                                                                                                                                                                                                                                           
Placeholder5972,9000005971,XXXXXXXXXXXXXXXXX,39,PA,2080,HYUNDAI,SONATA,2080 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                       
Placeholder5973,9000005972,XXXXXXXXXXXXXXXXX,39,NY,2080,KIA,SPORTAGE,2080 Kia Sportage 4dr Wgn Lx,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder5974,9000005973,XXXXXXXXXXXXXXXXX,39,NY,2080,KIA,SORENTO,2080 Kia Sorento 4dr Wgn Lx Gdi,24-Feb-20,24-MAY-23                                                                                                                                                                                                                                                                                                    
Placeholder5975,9000005974,XXXXXXXXXXXXXXXXX,39,IL,2080,HYUNDAI,TUCSON,2080 Hyundai Tucson 4dr Wgn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder5976,9000005975,XXXXXXXXXXXXXXXXX,39,PA,2080,KIA,SPORTAGE,2080 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder5977,9000005976,XXXXXXXXXXXXXXXXX,39,MO,2080,KIA,SORENTO,2080 Kia Sorento 4dr Wgn Ex V6,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder5978,9000005977,XXXXXXXXXXXXXXXXX,39,IL,2080,KIA,SPORTAGE,2080 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                     
Placeholder5979,9000005978,XXXXXXXXXXXXXXXXX,39,WI,2080,HYUNDAI,ELANTRA,2080 Hyundai Elantra 4dr Sdn Value,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder5980,9000005979,XXXXXXXXXXXXXXXXX,39,FL,2080,KIA,SOUL,2080 Kia Soul 4dr Wgn Lx At,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder5981,9000005980,XXXXXXXXXXXXXXXXX,39,CA,2080,HYUNDAI,TUCSON,2080 Hyundai Tucson 4dr Wgn Se,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder5982,9000005981,XXXXXXXXXXXXXXXXX,39,WV,2080,KIA,TELLURIDE,2080 Kia Telluride 4dr Wgn Sx,7-Feb-20,07-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder5983,9000005982,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,SANTA FE,2080 Hyundai Santa_Fe 4dr Wgn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                             
Placeholder5984,9000005983,XXXXXXXXXXXXXXXXX,39,NJ,2080,KIA,SPORTAGE,2080 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder5985,9000005984,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,ELANTRA,2080 Hyundai Elantra 4dr Sdn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder5986,9000005985,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,PALISADE,2080 Hyundai Palisade 4dr Wgn Limited,22-Feb-20,22-FEB-23                                                                                                                                                                                                                                                                                            
Placeholder5987,9000005986,XXXXXXXXXXXXXXXXX,39,NY,2080,HYUNDAI,SONATA,2080 Hyundai Sonata 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder5988,9000005987,XXXXXXXXXXXXXXXXX,39,NY,2080,HYUNDAI,ELANTRA,2080 Hyundai Elantra 4dr Sdn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                 
Placeholder5989,9000005988,XXXXXXXXXXXXXXXXX,39,FL,2080,HYUNDAI,TUCSON,2080 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder5990,9000005989,XXXXXXXXXXXXXXXXX,39,FL,2080,KIA,SPORTAGE,2080 Kia Sportage 4dr Wgn Lx,22-Feb-20,22-JUL-23                                                                                                                                                                                                                                                                                                           
Placeholder5991,9000005990,XXXXXXXXXXXXXXXXX,39,VA,2079,HYUNDAI,IONIQ PHEV,2079 Hyundai Ioniq_Phev 5dr Hb Plug-In,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder5992,9000005991,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,SONATA,2080 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder5993,9000005992,XXXXXXXXXXXXXXXXX,39,PA,2080,HYUNDAI,TUCSON,2080 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder5994,9000005993,XXXXXXXXXXXXXXXXX,39,PA,2080,HYUNDAI,SANTA FE,2080 Hyundai Santa_Fe 4dr Wgn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                          
Placeholder5995,9000005994,XXXXXXXXXXXXXXXXX,39,FL,2079,GENESIS,G130,2079 Genesis G70 4dr Sdn 2.0t,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder5996,9000005995,XXXXXXXXXXXXXXXXX,39,NE,2080,HYUNDAI,ELANTRA,2080 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder5997,9000005996,XXXXXXXXXXXXXXXXX,39,NY,2080,KIA,FORTE,2080 Kia Forte 4dr Sdn Lxs At,27-Feb-20,27-MAY-23                                                                                                                                                                                                                                                                                                       
Placeholder5998,9000005997,XXXXXXXXXXXXXXXXX,39,PA,2080,HYUNDAI,KONA,2080 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                    
Placeholder5999,9000005998,XXXXXXXXXXXXXXXXX,39,TX,2080,HYUNDAI,ELANTRA,2080 Hyundai Elantra 4dr Sdn Se,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                      
Placeholder6000,9000005999,XXXXXXXXXXXXXXXXX,39,PA,2080,KIA,OPTIMA,2080 Kia Optima 4dr Sdn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder6001,9000006000,XXXXXXXXXXXXXXXXX,39,FL,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA SEL,6-Feb-19,06-FEB-22                                                                                                                                                                                                                                                                                                            
Placeholder6002,9000006001,XXXXXXXXXXXXXXXXX,39,NH,2080,KIA,SPORTAGE,2080 KIA SPORTAGE EX AWD AT,20-Aug-19,20-AUG-22                                                                                                                                                                                                                                                                                                           
Placeholder6003,9000006002,XXXXXXXXXXXXXXXXX,39,FL,2078,HYUNDAI,SANTA FE SPORT,2078 HYUNDAI SANTA FE SPORT 2.4 FWD,28-May-18,28-MAY-21                                                                                                                                                                                                                                                                                          
Placeholder6004,9000006003,XXXXXXXXXXXXXXXXX,39,SC,2078,HYUNDAI,SONATA,2078 HYUNDAI SONATA SEL,26-May-18,26-MAY-21                                                                                                                                                                                                                                                                                                          
Placeholder6005,9000006004,XXXXXXXXXXXXXXXXX,39,NV,2079,HYUNDAI,VELOSTER,2079 HYUNDAI VELOSTER 2.0 PREMIUM,20-Mar-19,20-MAR-22                                                                                                                                                                                                                                                                                     
Placeholder6006,9000006005,XXXXXXXXXXXXXXXXX,39,WY,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA SE,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                             
Placeholder6007,9000006006,XXXXXXXXXXXXXXXXX,39,NY,2078,KIA,SPORTAGE,2078 KIA SPORTAGE EX AWD AT,20-Feb-18,20-AUG-21                                                                                                                                                                                                                                                                                                          
Placeholder6008,9000006007,XXXXXXXXXXXXXXXXX,39,IL,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA LIMITED,4-Jul-19,04-JUL-22                                                                                                                                                                                                                                                                                                           
Placeholder6009,9000006008,XXXXXXXXXXXXXXXXX,39,CA,2078,HYUNDAI,SONATA,2078 HYUNDAI SONATA ECO,10-Sep-18,10-SEP-21                                                                                                                                                                                                                                                                                                        
Placeholder6010,9000006009,XXXXXXXXXXXXXXXXX,39,NY,2077,KIA,OPTIMA,2077 KIA OPTIMA LX 4CYL AT,31-Jul-17,01-AUG-21                                                                                                                                                                                                                                                                                                              
Placeholder6011,9000006010,XXXXXXXXXXXXXXXXX,39,PA,2079,HYUNDAI,ELANTRA,2079 HYUNDAI ELANTRA SE,29-Jul-19,01-AUG-22                                                                                                                                                                                                                                                                                                              
Placeholder6012,9000006011,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,TUCSON,2080 HYUNDAI TUCSON ULTIMATE AWD,21-Feb-20,21-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder6013,9000006012,XXXXXXXXXXXXXXXXX,39,WA,2079,HYUNDAI,KONA,2079 HYUNDAI KONA LIMITED AWD,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                     
Placeholder6014,9000006013,XXXXXXXXXXXXXXXXX,39,FL,2080,HYUNDAI,TUCSON,2080 HYUNDAI TUCSON SE FWD SULEV,20-Nov-19,20-DEC-22                                                                                                                                                                                                                                                                                          
Placeholder6015,9000006014,XXXXXXXXXXXXXXXXX,39,FL,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA SE,9-Jun-19,09-JUN-22                                                                                                                                                                                                                                                                                                            
Placeholder6016,9000006015,XXXXXXXXXXXXXXXXX,39,TX,2079,KIA,STINGER,2079 KIA STINGER GT1 RWD V6,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                              
Placeholder6017,9000006016,XXXXXXXXXXXXXXXXX,39,CA,2080,KIA,SOUL,2080 KIA SOUL LX AT,30-Mar-19,01-APR-22                                                                                                                                                                                                                                                                                                                        
Placeholder6018,9000006017,XXXXXXXXXXXXXXXXX,39,NY,2079,HYUNDAI,TUCSON,2079 HYUNDAI TUCSON SE AWD,30-Jun-19,01-JUL-22                                                                                                                                                                                                                                                                                                         
Placeholder6019,9000006018,XXXXXXXXXXXXXXXXX,39,NY,2079,HYUNDAI,KONA,2079 HYUNDAI KONA  ULTIMATE AWD,16-Feb-19,16-FEB-22                                                                                                                                                                                                                                                                                                      
Placeholder6020,9000006019,XXXXXXXXXXXXXXXXX,39,IA,2078,HYUNDAI,ELANTRA,2078 HYUNDAI ELANTRA SEL,18-Sep-18,18-SEP-21                                                                                                                                                                                                                                                                                                           
Placeholder6021,9000006020,XXXXXXXXXXXXXXXXX,39,IL,2080,KIA,SOUL,2080 KIA SOUL LX AT,8-Aug-19,08-AUG-22                                                                                                                                                                                                                                                                                                                   
Placeholder6022,9000006021,XXXXXXXXXXXXXXXXX,39,OR,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA LIMITED,13-Apr-19,13-APR-22                                                                                                                                                                                                                                                                                                         
Placeholder6023,9000006022,XXXXXXXXXXXXXXXXX,39,CA,2078,HYUNDAI,ELANTRA,2078 HYUNDAI ELANTRA VALUE EDITION,15-Sep-18,15-SEP-21                                                                                                                                                                                                                                                                                                
Placeholder6024,9000006023,XXXXXXXXXXXXXXXXX,39,NJ,2078,HYUNDAI,TUCSON,2078 HYUNDAI TUCSON SPORT AWD,21-Aug-18,21-AUG-21                                                                                                                                                                                                                                                                                                
Placeholder6025,9000006024,XXXXXXXXXXXXXXXXX,39,CA,2079,HYUNDAI,ELANTRA,2079 HYUNDAI ELANTRA SPORT,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                       
Placeholder6026,9000006025,XXXXXXXXXXXXXXXXX,39,NC,2080,KIA,SOUL,2080 KIA SOUL EX AT,23-May-19,23-JUN-22                                                                                                                                                                                                                                                                                                                       
Placeholder6027,9000006026,XXXXXXXXXXXXXXXXX,39,NY,2079,KIA,OPTIMA,2079 KIA OPTIMA LX 4CYL AT,26-Apr-19,26-APR-22                                                                                                                                                                                                                                                                                                               
Placeholder6028,9000006027,XXXXXXXXXXXXXXXXX,39,NY,2079,KIA,OPTIMA,2079 KIA OPTIMA EX 1.6T AT,27-Mar-19,27-MAR-22                                                                                                                                                                                                                                                                                                            
Placeholder6029,9000006028,XXXXXXXXXXXXXXXXX,39,FL,2080,HYUNDAI,TUCSON,2080 HYUNDAI TUCSON VALUE FWD SULEV,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                            
Placeholder6030,9000006029,XXXXXXXXXXXXXXXXX,39,FL,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA SEL,22-May-19,22-MAY-22                                                                                                                                                                                                                                                                                                           
Placeholder6031,9000006030,XXXXXXXXXXXXXXXXX,39,NY,2080,KIA,SPORTAGE,2080 KIA SPORTAGE S AWD AT,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder6032,9000006031,XXXXXXXXXXXXXXXXX,39,NY,2079,KIA,SPORTAGE,2079 KIA SPORTAGE SX AWD AT,19-Feb-19,19-FEB-22                                                                                                                                                                                                                                                                                                          
Placeholder6033,9000006032,XXXXXXXXXXXXXXXXX,39,GA,2079,HYUNDAI,IONIQ HYBRID,2079 HYUNDAI IONIQ HYBRID LIMITED,21-Dec-19,21-DEC-22                                                                                                                                                                                                                                                                                            
Placeholder6034,9000006033,XXXXXXXXXXXXXXXXX,39,MA,2079,HYUNDAI,SONATA,2079 HYUNDAI SONATA LIMITED,27-Oct-18,27-OCT-21                                                                                                                                                                                                                                                                                                        
Placeholder6035,9000006034,XXXXXXXXXXXXXXXXX,39,FL,2079,HYUNDAI,KONA,2079 HYUNDAI KONA SEL FWD,23-Jun-19,23-JUN-22                                                                                                                                                                                                                                                                                                   
Placeholder6036,9000006035,XXXXXXXXXXXXXXXXX,39,CA,2078,GENESIS,G140,2078 GENESIS G80 RWD 3.8,2-Dec-17,02-JUN-21                                                                                                                                                                                                                                                                                                              
Placeholder6037,9000006036,XXXXXXXXXXXXXXXXX,39,TX,2079,HYUNDAI,TUCSON,2079 HYUNDAI TUCSON SE FWD,11-Oct-19,11-JAN-23                                                                                                                                                                                                                                                                                                            
Placeholder6038,9000006037,XXXXXXXXXXXXXXXXX,39,MA,2080,KIA,OPTIMA,2080 KIA OPTIMA EX PREM,29-Jan-20,01-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder6039,9000006038,XXXXXXXXXXXXXXXXX,39,FL,2078,GENESIS,G140,2078 GENESIS G80 AWD 3.8,23-Oct-18,23-OCT-21                                                                                                                                                                                                                                                                                                            
Placeholder6040,9000006039,XXXXXXXXXXXXXXXXX,39,NJ,2081,KIA,OPTIMA,2081 Kia Optima 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder6041,9000006040,XXXXXXXXXXXXXXXXX,39,NJ,2081,KIA,FORTE,2081 Kia Forte 4dr Sdn Lxs At,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder6042,9000006041,XXXXXXXXXXXXXXXXX,39,NY,2080,KIA,NIRO EV,2080 Kia Niro_Ev 4dr Wgn Ex,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder6043,9000006042,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,SOUL,2081 Kia Soul 4dr Wgn Lx At,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder6044,9000006043,XXXXXXXXXXXXXXXXX,39,FL,2081,HYUNDAI,SANTA FE,2081 Hyundai Santa_Fe 4dr Wgn Limited 2.0t,13-Feb-20,13-FEB-23                                                                                                                                                                                                                                                                                      
Placeholder6045,9000006044,XXXXXXXXXXXXXXXXX,39,CA,2081,HYUNDAI,ELANTRA GT,2081 Hyundai Elantra_Gt 5dr Hb N Line At,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder6046,9000006045,XXXXXXXXXXXXXXXXX,39,NY,2080,HYUNDAI,SONATA,2080 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder6047,9000006046,XXXXXXXXXXXXXXXXX,39,NY,2081,HYUNDAI,PALISADE,2081 Hyundai Palisade 4dr Wgn Limited,1-Mar-20,01-JUN-24                                                                                                                                                                                                                                                                                             
Placeholder6048,9000006047,XXXXXXXXXXXXXXXXX,39,NJ,2080,HYUNDAI,IONIQ PHEV,2080 Hyundai Ioniq_Phev 5dr Hb Plug-In,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder6049,9000006048,XXXXXXXXXXXXXXXXX,39,AZ,2081,HYUNDAI,TUCSON,2081 Hyundai Tucson Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder6050,9000006049,XXXXXXXXXXXXXXXXX,39,FL,2080,HYUNDAI,SONATA,2080 Hyundai Sonata 4dr Sdn Se,17-Feb-20,17-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder6051,9000006050,XXXXXXXXXXXXXXXXX,39,FL,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Ex,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder6052,9000006051,XXXXXXXXXXXXXXXXX,39,PA,2081,HYUNDAI,TUCSON,2081 Hyundai Tucson 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder6053,9000006052,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,TELLURIDE,2081 Kia Telluride 4dr Wgn Ex,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                       
Placeholder6054,9000006053,XXXXXXXXXXXXXXXXX,39,FL,2081,HYUNDAI,TUCSON,2081 Hyundai Tucson 4dr Wgn Value,29-Feb-20,29-APR-23                                                                                                                                                                                                                                                                                     
Placeholder6055,9000006054,XXXXXXXXXXXXXXXXX,39,CA,2081,KIA,FORTE,2081 Kia Forte 4dr Sdn Gt-Line At,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                   
Placeholder6056,9000006055,XXXXXXXXXXXXXXXXX,39,WI,2081,KIA,FORTE,2081 Kia Forte 4dr Sdn Lxs At,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder6057,9000006056,XXXXXXXXXXXXXXXXX,39,FL,2081,HYUNDAI,KONA,2081 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder6058,9000006057,XXXXXXXXXXXXXXXXX,39,CA,2081,KIA,SORENTO,2081 Kia Sorento 4dr Wgn Lx Gdi,1-Mar-20,01-AUG-23                                                                                                                                                                                                                                                                                                      
Placeholder6059,9000006058,XXXXXXXXXXXXXXXXX,39,WI,2080,GENESIS,G131,2080 Genesis G70 4dr Sdn 3.3t,25-Feb-20,25-FEB-23                                                                                                                                                                                                                                                                                                        
Placeholder6060,9000006059,XXXXXXXXXXXXXXXXX,39,OH,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn S,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder6061,9000006060,XXXXXXXXXXXXXXXXX,39,NY,2081,HYUNDAI,ELANTRA,2081 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder6062,9000006061,XXXXXXXXXXXXXXXXX,39,CT,2081,HYUNDAI,PALISADE,2081 Hyundai Palisade 4dr Wgn Sel,28-Feb-20,28-APR-23                                                                                                                                                                                                                                                                                                 
Placeholder6063,9000006062,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder6064,9000006063,XXXXXXXXXXXXXXXXX,39,NJ,2081,KIA,SORENTO,2081 Kia Sorento 4dr Wgn Ex V6,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                         
Placeholder6065,9000006064,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder6066,9000006065,XXXXXXXXXXXXXXXXX,39,AZ,2081,HYUNDAI,ELANTRA,2081 Hyundai Elantra 4dr Sdn Value,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder6067,9000006066,XXXXXXXXXXXXXXXXX,39,NY,2082,KIA,SELTOS,2082 Kia Seltos 4dr Wgn S 1.6t,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                     
Placeholder6068,9000006067,XXXXXXXXXXXXXXXXX,39,VA,2081,HYUNDAI,SONATA,2081 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder6069,9000006068,XXXXXXXXXXXXXXXXX,39,NY,2081,HYUNDAI,SANTA FE,2081 Hyundai Santa_Fe 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                
Placeholder6070,9000006069,XXXXXXXXXXXXXXXXX,39,PA,2081,KIA,STINGER,2081 Kia Stinger 4dr Sdn Gt1 Awd,21-Feb-20,21-JUL-23                                                                                                                                                                                                                                                                                                    
Placeholder6071,9000006070,XXXXXXXXXXXXXXXXX,39,PA,2081,HYUNDAI,SONATA,2081 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                       
Placeholder6072,9000006071,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Lx,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder6073,9000006072,XXXXXXXXXXXXXXXXX,39,NY,2081,KIA,SORENTO,2081 Kia Sorento 4dr Wgn Lx Gdi,24-Feb-20,24-MAY-23                                                                                                                                                                                                                                                                                                    
Placeholder6074,9000006073,XXXXXXXXXXXXXXXXX,39,IL,2081,HYUNDAI,TUCSON,2081 Hyundai Tucson 4dr Wgn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder6075,9000006074,XXXXXXXXXXXXXXXXX,39,PA,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder6076,9000006075,XXXXXXXXXXXXXXXXX,39,MO,2081,KIA,SORENTO,2081 Kia Sorento 4dr Wgn Ex V6,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder6077,9000006076,XXXXXXXXXXXXXXXXX,39,IL,2081,KIA,SPORTAGE,2081 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                     
Placeholder6078,9000006077,XXXXXXXXXXXXXXXXX,39,WI,2081,HYUNDAI,ELANTRA,2081 Hyundai Elantra 4dr Sdn Value,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder6079,9000006078,XXXXXXXXXXXXXXXXX,39,FL,2081,KIA,SOUL,2081 Kia Soul 4dr Wgn Lx At,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder6080,9000006079,XXXXXXXXXXXXXXXXX,39,CA,2081,HYUNDAI,TUCSON,2081 Hyundai Tucson 4dr Wgn Se,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
